      YEAR,MONTH          ,CATEGORY                                                    ,CANCEL_COUNT,CANCEL_TOTAL,CANCEL_PERCENTAGE
      2021,JUNE           ,Mechanical                                                  ,           9,          16,             56.3
      2017,JUNE           ,Unpreventable                                               ,           1,           3,             33.3
      2017,JULY           ,AMTRAK                                                      ,           7,          21,             33.3
      2017,JULY           ,Carryover/Other                                             ,           1,          21,              4.8
      2017,JULY           ,Crew/Engineer Availability                                  ,          10,          21,             47.6
      2017,JULY           ,Mechanical                                                  ,           1,          21,              4.8
      2017,JULY           ,Unpreventable                                               ,           2,          21,              9.5
      2018,JULY           ,Crew/Engineer Availability                                  ,          14,          28,               50
      2018,JULY           ,Equipment Availability                                      ,           5,          28,             17.9
      2018,JULY           ,Human Factor                                                ,           3,          28,             10.7
      2018,JULY           ,Mechanical                                                  ,           6,          28,             21.4
      2019,JULY           ,Crew/Engineer Availability                                  ,           6,          16,             37.5
      2019,JULY           ,Human Factor                                                ,           4,          16,               25
      2019,JULY           ,Mechanical                                                  ,           6,          16,             37.5
      2020,JULY           ,AMTRAK                                                      ,           8,          50,               16
      2020,JULY           ,Crew/Engineer Availability                                  ,          11,          50,               22
      2020,JULY           ,Equipment Availability                                      ,           4,          50,                8
      2020,JULY           ,Infrastructure Engineering                                  ,          18,          50,               36
      2020,JULY           ,Mechanical                                                  ,           5,          50,               10
      2020,JULY           ,Unpreventable                                               ,           4,          50,                8
      2021,JULY           ,Human Factor                                                ,           6,          36,             16.7
      2021,JULY           ,Infrastructure Engineering                                  ,           3,          36,              8.3
      2021,JULY           ,Mechanical                                                  ,          13,          36,             36.1
      2021,JULY           ,Unpreventable                                               ,          14,          36,             38.9
      2017,AUGUST         ,Crew/Engineer Availability                                  ,          24,          28,             85.7
      2021,AUGUST         ,Unpreventable                                               ,           8,          22,             36.4
      2017,AUGUST         ,Mechanical                                                  ,           3,          28,             10.7
      2018,AUGUST         ,Crew/Engineer Availability                                  ,          47,          67,             70.1
      2018,AUGUST         ,Equipment Availability                                      ,          14,          67,             20.9
      2018,AUGUST         ,Infrastructure Engineering                                  ,           2,          67,                3
      2018,AUGUST         ,Mechanical                                                  ,           2,          67,                3
      2018,AUGUST         ,Unpreventable                                               ,           2,          67,                3
      2019,AUGUST         ,AMTRAK                                                      ,           1,          24,              4.2
      2019,AUGUST         ,Crew/Engineer Availability                                  ,          19,          24,             79.2
      2019,AUGUST         ,Equipment Availability                                      ,           2,          24,              8.3
      2019,AUGUST         ,Technologies                                                ,           1,          24,              4.2
      2019,AUGUST         ,Unpreventable                                               ,           1,          24,              4.2
      2020,AUGUST         ,Crew/Engineer Availability                                  ,          24,         101,             23.8
      2020,AUGUST         ,Equipment Availability                                      ,           2,         101,                2
      2020,AUGUST         ,Mechanical                                                  ,           4,         101,                4
      2020,AUGUST         ,Technologies                                                ,           2,         101,                2
      2020,AUGUST         ,Unpreventable                                               ,          69,         101,             68.3
      2021,AUGUST         ,Crew/Engineer Availability                                  ,           2,          22,              9.1
      2021,AUGUST         ,Equipment Availability                                      ,           4,          22,             18.2
      2021,AUGUST         ,Human Factor                                                ,           1,          22,              4.5
      2021,AUGUST         ,Mechanical                                                  ,           5,          22,             22.7
      2021,AUGUST         ,Other Railroads                                             ,           2,          22,              9.1
      2017,AUGUST         ,Equipment Availability                                      ,           1,          28,              3.6
      2017,SEPTEMBER      ,AMTRAK                                                      ,           1,          18,              5.6
      2021,SEPTEMBER      ,Unpreventable                                               ,          20,          46,             43.5
      2017,SEPTEMBER      ,Equipment Availability                                      ,           1,          18,              5.6
      2017,SEPTEMBER      ,Unpreventable                                               ,          13,          18,             72.2
      2018,SEPTEMBER      ,AMTRAK                                                      ,           2,          45,              4.4
      2018,SEPTEMBER      ,Crew/Engineer Availability                                  ,          29,          45,             64.4
      2018,SEPTEMBER      ,Equipment Availability                                      ,           6,          45,             13.3
      2018,SEPTEMBER      ,Human Factor                                                ,           4,          45,              8.9
      2018,SEPTEMBER      ,Mechanical                                                  ,           4,          45,              8.9
      2019,SEPTEMBER      ,Crew/Engineer Availability                                  ,          36,          45,               80
      2019,SEPTEMBER      ,Human Factor                                                ,           6,          45,             13.3
      2019,SEPTEMBER      ,Mechanical                                                  ,           3,          45,              6.7
      2020,SEPTEMBER      ,Crew/Engineer Availability                                  ,           2,           9,             22.2
      2020,SEPTEMBER      ,Equipment Availability                                      ,           5,           9,             55.6
      2020,SEPTEMBER      ,Mechanical                                                  ,           2,           9,             22.2
      2021,SEPTEMBER      ,AMTRAK                                                      ,           7,          46,             15.2
      2021,SEPTEMBER      ,Human Factor                                                ,           3,          46,              6.5
      2021,SEPTEMBER      ,Infrastructure Engineering                                  ,           1,          46,              2.2
      2021,SEPTEMBER      ,Mechanical                                                  ,          15,          46,             32.6
      2017,SEPTEMBER      ,Crew/Engineer Availability                                  ,           3,          18,             16.7
      2017,OCTOBER        ,Crew/Engineer Availability                                  ,          30,          42,             71.4
      2021,OCTOBER        ,Unpreventable                                               ,           4,          15,             26.7
      2017,OCTOBER        ,Mechanical                                                  ,           4,          42,              9.5
      2017,OCTOBER        ,Unpreventable                                               ,           7,          42,             16.7
      2018,OCTOBER        ,AMTRAK                                                      ,           2,          58,              3.4
      2018,OCTOBER        ,Carryover/Other                                             ,           1,          58,              1.7
      2018,OCTOBER        ,Crew/Engineer Availability                                  ,          19,          58,             32.8
      2018,OCTOBER        ,Equipment Availability                                      ,          10,          58,             17.2
      2018,OCTOBER        ,Human Factor                                                ,           3,          58,              5.2
      2018,OCTOBER        ,Mechanical                                                  ,           8,          58,             13.8
      2018,OCTOBER        ,Other                                                       ,          11,          58,               19
      2018,OCTOBER        ,Unpreventable                                               ,           4,          58,              6.9
      2019,OCTOBER        ,Crew/Engineer Availability                                  ,           5,          19,             26.3
      2019,OCTOBER        ,Equipment Availability                                      ,           1,          19,              5.3
      2019,OCTOBER        ,Mechanical                                                  ,           5,          19,             26.3
      2019,OCTOBER        ,Unpreventable                                               ,           8,          19,             42.1
      2020,OCTOBER        ,Crew/Engineer Availability                                  ,          10,          26,             38.5
      2020,OCTOBER        ,Human Factor                                                ,           4,          26,             15.4
      2020,OCTOBER        ,Mechanical                                                  ,           8,          26,             30.8
      2020,OCTOBER        ,Unpreventable                                               ,           4,          26,             15.4
      2021,OCTOBER        ,AMTRAK                                                      ,           4,          15,             26.7
      2021,OCTOBER        ,Human Factor                                                ,           1,          15,              6.7
      2021,OCTOBER        ,Mechanical                                                  ,           6,          15,               40
      2017,OCTOBER        ,Human Factor                                                ,           1,          42,              2.4
      2017,NOVEMBER       ,AMTRAK                                                      ,           1,           7,             14.3
      2020,NOVEMBER       ,Unpreventable                                               ,           8,          28,             28.6
      2017,NOVEMBER       ,Equipment Availability                                      ,           1,           7,             14.3
      2017,NOVEMBER       ,Human Factor                                                ,           1,           7,             14.3
      2017,NOVEMBER       ,Mechanical                                                  ,           1,           7,             14.3
      2018,NOVEMBER       ,AMTRAK                                                      ,          19,          67,             28.4
      2018,NOVEMBER       ,Crew/Engineer Availability                                  ,           2,          67,                3
      2018,NOVEMBER       ,Equipment Availability                                      ,          24,          67,             35.8
      2018,NOVEMBER       ,Human Factor                                                ,           1,          67,              1.5
      2018,NOVEMBER       ,Infrastructure Engineering                                  ,           3,          67,              4.5
      2018,NOVEMBER       ,Mechanical                                                  ,           4,          67,                6
      2018,NOVEMBER       ,Unpreventable                                               ,          14,          67,             20.9
      2019,NOVEMBER       ,Crew/Engineer Availability                                  ,          14,          32,             43.8
      2019,NOVEMBER       ,Mechanical                                                  ,           5,          32,             15.6
      2019,NOVEMBER       ,Unpreventable                                               ,          13,          32,             40.6
      2020,NOVEMBER       ,Crew/Engineer Availability                                  ,          12,          28,             42.9
      2020,NOVEMBER       ,Equipment Availability                                      ,           1,          28,              3.6
      2020,NOVEMBER       ,Mechanical                                                  ,           5,          28,             17.9
      2020,NOVEMBER       ,Technologies                                                ,           2,          28,              7.1
      2017,NOVEMBER       ,Crew/Engineer Availability                                  ,           3,           7,             42.9
      2017,DECEMBER       ,Crew/Engineer Availability                                  ,           7,          11,             63.6
      2020,DECEMBER       ,Unpreventable                                               ,          19,          35,             54.3
      2017,DECEMBER       ,Mechanical                                                  ,           1,          11,              9.1
      2017,DECEMBER       ,Unpreventable                                               ,           2,          11,             18.2
      2018,DECEMBER       ,Crew/Engineer Availability                                  ,          11,          70,             15.7
      2018,DECEMBER       ,Equipment Availability                                      ,          45,          70,             64.3
      2018,DECEMBER       ,Mechanical                                                  ,          10,          70,             14.3
      2018,DECEMBER       ,Technologies                                                ,           4,          70,              5.7
      2019,DECEMBER       ,Crew/Engineer Availability                                  ,          20,          38,             52.6
      2019,DECEMBER       ,Human Factor                                                ,           3,          38,              7.9
      2019,DECEMBER       ,Mechanical                                                  ,           3,          38,              7.9
      2019,DECEMBER       ,Unpreventable                                               ,          12,          38,             31.6
      2020,DECEMBER       ,Crew/Engineer Availability                                  ,           2,          35,              5.7
      2020,DECEMBER       ,Equipment Availability                                      ,           5,          35,             14.3
      2020,DECEMBER       ,Human Factor                                                ,           2,          35,              5.7
      2020,DECEMBER       ,Mechanical                                                  ,           7,          35,               20
      2017,DECEMBER       ,Infrastructure Engineering                                  ,           1,          11,              9.1
